date,open,high,low,close
2017-01-16,137.519,138.064,136.503,137.498
2017-01-17,137.394,140.087,137.105,137.428
2017-01-18,139.877,139.966,139.148,139.825
2017-01-19,140.669,142.067,140.5,140.675
2017-01-20,141.762,142.038,141.206,141.844
2017-01-23,140.992,142.026,140.766,140.959
2017-01-24,141.203,141.9264,140.827,141.152
2017-01-25,142.72,143.296,141.837,142.663
2017-01-26,143.026,144.412,142.907,143.124
2017-01-27,144.118,144.774,144.022,144.146
2017-01-30,144.416,144.508,142.411,144.369
2017-01-31,142.122,142.454,140.456,142.054
2017-02-01,141.9,144.091,141.9,141.91
2017-02-02,143.38,143.413,140.762,143.408
2017-02-03,141.19,141.959,140.4,141.197
2017-02-06,140.616,140.74,139.602,140.604
2017-02-07,139.397,139.618,138.56,139.41
2017-02-08,140.449,140.64,139.82,140.429
2017-02-09,140.225,141.763,140.138,140.237
2017-02-10,141.718,142.363,141.152,141.76
2017-02-13,142.249,142.589,141.99,142.17
2017-02-14,142.348,142.644,141.13,142.376
2017-02-15,142.488,142.764,141.994,142.523
2017-02-16,142.26,142.333,141.539,142.281
2017-02-17,141.47,141.939,139.687,141.485
2017-02-20,140.326,141.248,140.117,140.378
2017-02-21,141.244,141.6932,140.861,141.274
2017-02-22,141.903,142.008,140.507,141.926
2017-02-23,141.182,141.356,140.707,141.222
2017-02-24,141.457,141.759,140.187,141.465
2017-02-27,139.095,139.762,139.015,139.087
2017-02-28,140.202,140.307,139.034,140.223
2017-03-01,139.912,140.713,139.819,139.952
2017-03-02,139.997,140.681,139.894,140.024
2017-03-03,140.313,140.47,139.637,140.337
2017-03-06,139.903,139.968,139.297,140.015
2017-03-07,139.409,139.618,138.763,139.428
2017-03-08,139.01,139.627,138.439,139.026
2017-03-09,139.26,139.983,139.093,139.26
2017-03-10,139.961,140.517,139.601,139.963
2017-03-13,139.66,140.348,139.62,139.623
2017-03-14,140.259,140.325,139.15,140.248
2017-03-15,139.396,140.385,139.393,139.382
2017-03-16,139.265,140.163,138.662,139.266
2017-03-17,139.986,140.446,139.151,139.978
2017-03-20,139.517,140.113,139.227,139.523
2017-03-21,139.202,140.395,138.966,139.216
2017-03-22,139.23,139.465,137.817,139.2
2017-03-23,138.834,139.251,138.316,138.92
2017-03-24,138.86,139.136,138.502,138.934
2017-03-26,138.299,139.094,138.05,138.319
2017-03-27,139.081,139.377,138.105,139.091
2017-03-28,138.102,138.306,137.517,138.146
2017-03-29,138.224,139.29,137.764,138.267
2017-03-30,139.37,140.078,138.983,139.459
2017-04-02,139.566,139.887,138.405,139.51
2017-04-03,138.255,138.354,137.093,138.276
2017-04-04,137.88,139.015,137.461,137.889
2017-04-05,137.839,138.693,137.743,137.834
2017-04-06,138.247,138.321,137.095,138.26
2017-04-09,137.62,138.249,137.62,137.63
2017-04-10,137.502,137.719,136.888,137.546
2017-04-11,136.85,137.247,136.51,136.884
2017-04-12,136.615,137.089,136.52,136.657
2017-04-13,136.421,136.607,135.993,136.395
2017-04-16,135.77,136.622,135.613,135.758
2017-04-17,137.049,138.802,136.151,137.007
2017-04-18,139.414,140.17,139.074,139.397
2017-04-19,139.098,140.28,139.066,139.098
2017-04-20,139.972,140.127,139.238,140.006
2017-04-23,141.075,141.395,140.286,141.043
2017-04-24,140.086,142.499,140.086,140.069
2017-04-25,142.503,143.478,142.363,142.482
2017-04-26,142.838,143.88,142.8,142.841
2017-04-27,143.384,144.33,143.31,143.387
2017-04-30,143.928,144.597,143.89,143.919
2017-05-01,144.204,145.089,144.204,144.212
2017-05-02,144.916,145.325,144.513,144.903
2017-05-03,145.197,145.717,144.661,145.167
2017-05-04,145.447,146.1125,144.816,145.44
2017-05-07,146.135,146.368,145.673,146.092
2017-05-08,146.502,147.785,146.445,146.51
2017-05-09,147.186,148.078,147.133,147.207
2017-05-10,147.75,147.862,146.17,147.824
2017-05-11,146.682,146.789,145.818,146.681
2017-05-14,145.929,146.982,145.924,145.933
2017-05-15,146.627,147.018,145.861,146.596
2017-05-16,145.585,145.888,144.08,145.49
2017-05-17,144.09,144.809,143.619,144.111
2017-05-18,144.28,145.318,143.831,144.356
2017-05-21,144.738,145.072,144.156,144.791
2017-05-22,144.132,145.089,143.781,144.092
2017-05-23,145.029,145.382,144.793,145.049
2017-05-24,144.73,145.381,144.65,144.726
2017-05-25,144.42,144.472,142.157,144.465
2017-05-28,142.566,143.072,142.48,142.552
2017-05-29,142.488,143.078,141.861,142.45
2017-05-30,142.013,142.841,141.505,141.974
2017-05-31,142.59,143.669,142.544,142.62
2017-06-01,143.612,143.927,142.007,143.594
2017-06-04,142.13,143.086,142.017,142.155
2017-06-05,142.443,142.552,140.76,142.464
2017-06-06,141.309,141.857,140.758,141.317
2017-06-07,142.487,142.756,141.759,142.431
2017-06-08,139.94,141.084,139.566,139.734
2017-06-11,140.566,140.774,138.727,140.483
2017-06-12,139.251,140.275,139.073,139.256
2017-06-13,140.299,140.883,139.151,140.27
2017-06-14,139.548,141.422,139.18,139.578
2017-06-15,141.696,142.279,141.485,141.536
2017-06-18,141.76,142.311,141.63,141.76
2017-06-19,142.238,142.517,140.71,142.14
2017-06-20,140.636,141.737,139.88,140.627
2017-06-21,141.111,141.117,140.48,141.082
2017-06-22,141.124,141.86,141.019,141.085
2017-06-25,141.772,142.324,141.708,141.73
2017-06-26,142.371,143.831,141.97,142.3
2017-06-27,143.722,145.469,143.313,143.735
2017-06-28,145.381,146.518,145.247,145.388
2017-06-29,145.62,146.044,145.136,145.722
2017-07-02,146.101,146.828,145.937,146.113
2017-07-03,146.751,146.765,146.028,146.81
2017-07-04,146.11,146.786,146.016,146.119
2017-07-05,146.376,147.107,146.06,146.357
2017-07-06,146.75,147.603,146.493,146.746
2017-07-09,146.866,147.438,146.777,146.934
2017-07-11,146.277,146.354,145.276,146.266
2017-07-12,146.065,146.806,145.566,146.123
2017-07-13,146.813,147.375,146.039,146.836
2017-07-16,147.375,147.58,146.734,147.347
2017-07-17,146.955,147.289,145.412,146.922
2017-07-18,145.963,146.311,145.283,146.011
2017-07-19,145.744,146.21,144.7124,145.782
2017-07-20,145.065,145.302,144.051,145.05
2017-07-23,144.278,144.947,144.043,144.266
2017-07-24,144.87,145.847,144.47,144.905
2017-07-25,145.91,146.376,145.532,145.876
2017-07-26,145.74,146.541,145.475,145.728
2017-07-27,145.263,145.76,145.049,145.269
2017-07-30,145.242,145.795,144.826,145.248
2017-07-31,145.626,146.141,145.408,145.602
2017-08-01,145.872,146.735,145.847,145.844
2017-08-02,146.506,146.746,144.479,146.493
2017-08-03,144.41,145.12,144.346,144.443
2017-08-06,144.559,144.697,144.19,144.528
2017-08-07,144.352,144.455,143.299,144.378
2017-08-08,142.967,143.317,142.283,142.971
2017-08-09,143.177,143.315,141.896,143.17
2017-08-10,141.558,141.84,141.262,141.57
2017-08-13,142.099,142.712,141.91,142.054
2017-08-14,142.542,143.173,141.9811,142.497
2017-08-15,142.268,143.066,142.263,142.294
2017-08-16,141.758,142.018,141.346,141.799
2017-08-17,140.652,141.072,139.8082,140.652
2017-08-20,140.68,140.791,140.115,140.724
2017-08-21,140.674,141.013,140.059,140.495
2017-08-22,140.743,140.773,139.498,140.719
2017-08-23,139.395,140.417,139.395,139.429
2017-08-24,140.152,140.84,140.14,140.19
2017-08-27,141.136,141.293,140.459,141.098
2017-08-28,140.54,141.075,140.448,140.537
2017-08-29,141.843,142.523,141.804,141.857
2017-08-30,142.717,142.882,141.628,142.69
2017-08-31,142.486,142.978,142.09,142.491
2017-09-03,142.307,142.462,141.6,142.329
2017-09-04,141.871,141.884,141.202,141.904
2017-09-05,141.615,142.471,141.394,141.621
2017-09-06,142.394,142.653,141.608,142.36
2017-09-07,141.908,142.493,141.346,141.874
2017-09-10,142.874,143.67,142.66,142.8
2017-09-11,144.087,146.149,143.987,144.053
2017-09-12,146.464,146.644,145.756,146.47
2017-09-13,145.914,148.264,145.61,145.94
2017-09-14,147.257,151.517,147.257,147.276
2017-09-17,150.908,151.466,150.272,150.92
2017-09-18,150.643,151.568,150.243,150.68
2017-09-19,150.78,151.435,150.512,150.8
2017-09-20,151.83,152.507,151.463,151.794
2017-09-21,152.686,152.731,151.02,152.691
2017-09-24,151.876,152.258,150.233,151.869
2017-09-25,150.589,150.908,149.987,150.611
2017-09-26,151.103,151.589,150.574,151.061
2017-09-27,151.17,151.558,150.521,151.21
2017-09-28,151.083,151.296,150.23,151.031
2017-10-01,150.906,151.296,149.276,150.83
2017-10-02,149.692,150.232,149.331,149.694
2017-10-03,149.422,149.766,149.027,149.415
2017-10-04,149.294,149.436,147.69,149.298
2017-10-05,147.845,147.935,147.036,147.85
2017-10-08,147.227,148.537,147.21,147.245
2017-10-09,148.066,148.41,147.76,148.041
2017-10-10,148.397,148.579,147.845,148.4
2017-10-11,148.796,149.001,147.319,148.848
2017-10-12,148.862,149.254,148.554,148.86
2017-10-15,148.664,148.921,148.233,148.65
2017-10-16,148.696,149.022,147.802,148.678
2017-10-17,148.027,148.948,147.94,148.018
2017-10-18,149.289,149.416,147.936,149.308
2017-10-19,148.169,149.711,148.09,148.168
2017-10-22,150.44,150.44,149.76,150.415
2017-10-23,149.6,150.069,149.44,149.661
2017-10-24,149.582,151.37,149.288,149.585
2017-10-25,150.678,150.878,149.811,150.717
2017-10-26,149.82,149.96,149.0,149.823
2017-10-30,149.308,150.002,149.17,149.373
2017-10-31,149.308,150.969,149.179,149.28
2017-11-01,151.05,151.891,151.003,151.06
2017-11-02,151.33,151.426,148.692,151.298
2017-11-03,148.826,149.517,148.69,148.819
2017-11-06,149.347,149.842,149.29,149.3
2017-11-07,149.876,150.307,149.676,149.83
2017-11-08,149.799,149.913,148.562,149.838
2017-11-09,149.399,149.681,148.456,149.364
2017-11-10,148.984,149.974,148.864,149.015
2017-11-13,149.135,149.252,148.09,149.146
2017-11-14,149.034,149.394,148.63,149.025
2017-11-15,149.217,149.309,148.173,149.178
2017-11-17,149.195,149.303,148.011,149.185
2017-11-20,147.852,149.096,147.648,147.907
2017-11-21,149.043,149.352,148.632,149.023
2017-11-22,148.801,148.86,148.0898,148.785
2017-11-23,148.14,148.458,147.8,148.223
2017-11-24,148.032,148.959,147.94,148.029
2017-11-27,148.765,148.765,147.906,148.76
2017-11-28,148.059,148.353,146.99,148.058
2017-11-29,149.166,150.387,148.86,149.19
2017-11-30,150.255,151.701,150.185,150.249
2017-12-01,152.277,152.459,150.618,152.279
2017-12-04,152.214,152.934,151.516,152.283
2017-12-05,151.567,151.799,150.56,151.57
2017-12-06,150.85,151.084,149.76,150.856
2017-12-07,150.407,151.359,150.189,150.353
2017-12-08,152.608,153.4,151.634,152.574
2017-12-11,152.034,152.313,151.323,152.035
2017-12-12,151.535,151.732,151.034,151.511
2017-12-13,151.175,151.499,150.83,151.211
2017-12-14,151.196,151.751,150.9959,151.18
2017-12-15,150.949,151.004,149.419,150.964
2017-12-18,150.108,150.992,150.049,150.097
2017-12-19,150.616,150.934,150.4038,150.609
2017-12-20,151.246,151.982,151.186,151.224
2017-12-21,151.383,151.899,151.28,151.408
2017-12-22,151.531,151.856,151.464,151.611
2017-12-25,151.42,151.67,151.25,151.249
2017-12-26,151.51,151.575,151.197,151.529
2017-12-27,151.362,152.079,151.347,151.37
2017-12-28,151.736,151.957,151.47,151.733
2017-12-29,151.721,152.443,151.547,151.694
2018-01-01,152.25,152.25,151.77,152.25
2018-01-02,152.341,152.517,151.893,152.349
2018-01-03,152.596,152.81,151.75,152.591
2018-01-04,152.11,152.951,152.11,152.136
2018-01-05,152.83,153.614,152.81,152.834
2018-01-08,153.57,153.663,152.883,153.605
2018-01-09,153.567,153.567,151.961,153.516
2018-01-10,152.584,152.584,150.544,152.57
2018-01-11,150.556,150.984,150.202,150.576
2018-01-12,150.684,152.597,150.597,150.697
2018-01-15,152.639,152.793,151.931,152.54
2018-01-16,152.582,153.093,152.049,152.571
2018-01-17,152.24,153.374,152.186,152.303
2018-01-18,153.922,154.563,153.6212,153.982
2018-01-19,154.191,154.336,153.106,154.235
2018-01-22,153.74,154.963,153.488,153.744
2018-01-23,155.18,155.362,153.736,155.162
2018-01-24,154.298,155.607,154.11,154.292
2018-01-25,155.447,156.063,155.037,155.447
2018-01-26,155.15,155.812,153.457,155.23
2018-01-29,153.718,154.007,152.843,153.705
2018-01-30,153.317,153.808,152.01,153.299
2018-01-31,153.912,155.289,153.595,153.907
2018-02-01,155.026,156.422,154.974,155.054
2018-02-02,156.056,156.596,155.73,156.077
2018-02-05,155.246,155.397,153.975,155.258
2018-02-06,151.942,152.853,151.224,152.111
2018-02-07,153.003,153.01,151.343,152.986
2018-02-08,151.457,154.006,151.457,151.538
2018-02-09,151.263,152.744,149.518,151.235
2018-02-12,150.399,150.794,149.68,150.4
2018-02-13,150.475,150.53,148.996,150.533
2018-02-14,149.612,149.837,147.986,149.6
2018-02-15,149.375,150.167,149.029,149.368
2018-02-16,149.592,149.943,148.823,149.653
2018-02-19,149.1,149.456,148.9,149.07
2018-02-20,149.325,150.35,149.106,149.299
2018-02-21,150.299,150.91,149.475,150.326
2018-02-22,149.705,149.774,148.536,149.596
2018-02-23,149.049,149.508,148.833,149.019
2018-02-26,149.532,149.998,148.996,149.556
2018-02-27,149.49,149.779,148.864,149.53
2018-02-28,149.394,149.507,146.953,149.387
2018-03-01,146.659,147.431,146.483,146.666
2018-03-02,146.248,146.429,145.018,146.237
2018-03-05,145.614,146.96,145.09,145.593
2018-03-06,147.159,147.993,146.551,147.14
2018-03-07,146.783,147.472,146.258,146.672
2018-03-08,147.612,147.633,146.522,147.633
2018-03-09,146.85,148.533,146.803,146.87
2018-03-12,148.096,148.202,147.419,148.098
2018-03-13,147.826,149.344,147.78,147.77
2018-03-14,148.861,149.137,147.783,148.74
2018-03-15,148.297,148.418,147.483,148.308
2018-03-16,148.177,148.177,147.262,148.163
2018-03-19,147.752,149.669,147.044,147.761
2018-03-20,148.698,149.757,148.645,148.653
2018-03-21,149.104,149.622,148.962,149.07
2018-03-22,149.78,149.97,148.313,149.822
2018-03-23,148.149,148.946,147.731,148.13
2018-03-25,148.318,149.605,148.24,148.339
2018-03-26,150.249,150.481,148.968,150.205
2018-03-27,149.567,150.384,149.14,149.494
2018-03-28,150.385,150.404,149.041,150.367
2018-03-29,149.304,149.355,148.843,149.33
2018-04-01,149.204,149.661,148.687,149.235
2018-04-02,148.61,149.86,148.494,148.597
2018-04-03,149.744,150.149,148.829,149.727
2018-04-04,150.422,150.68,150.037,150.419
2018-04-05,149.989,151.184,149.926,149.943
2018-04-08,150.684,151.478,150.598,150.72
2018-04-09,150.824,152.118,150.72,150.879
2018-04-10,151.886,152.237,151.26,151.89
2018-04-11,151.533,152.859,151.174,151.56
2018-04-12,152.748,153.84,152.7,152.646
2018-04-15,153.123,153.73,152.66,153.122
2018-04-16,153.457,153.746,153.08,153.51
2018-04-17,153.014,153.621,152.061,152.982
2018-04-18,152.473,152.933,152.052,152.42
2018-04-19,151.32,151.668,150.88,151.32
2018-04-22,151.02,151.5722,150.903,151.036
2018-04-23,151.57,152.548,151.402,151.577
2018-04-24,152.222,152.558,152.09,152.266
2018-04-25,152.399,152.705,151.98,152.417
2018-04-26,152.134,152.267,150.31,152.143
2018-04-29,150.219,150.809,149.871,150.233
2018-04-30,150.521,150.611,149.134,150.576
2018-05-01,149.515,150.103,149.151,149.549
2018-05-02,149.05,149.43,147.633,149.062
2018-05-03,148.086,148.25,147.126,148.06
2018-05-06,147.67,148.254,147.336,147.695
2018-05-07,147.809,148.049,147.032,147.818
2018-05-08,147.772,149.183,147.738,147.74
2018-05-09,148.74,149.29,147.49,148.74
2018-05-10,148.01,148.47,147.599,147.956
2018-05-13,148.128,149.047,148.05,148.153
2018-05-14,148.816,149.023,148.408,148.812
2018-05-15,148.891,149.037,148.195,148.885
2018-05-16,149.568,149.825,149.066,149.474
2018-05-17,149.77,149.997,149.116,149.73
2018-05-20,149.465,149.608,148.99,149.41
2018-05-21,149.078,149.702,148.75,149.05
2018-05-22,148.833,148.934,145.964,148.811
2018-05-23,146.947,147.23,145.729,146.891
2018-05-24,146.287,146.687,145.311,146.283
2018-05-27,145.888,146.153,145.321,145.884
2018-05-28,145.616,145.616,143.258,145.629
2018-05-29,143.743,145.042,143.634,143.646
2018-05-30,144.446,145.309,144.133,144.394
2018-05-31,144.529,146.244,144.5,144.518
2018-06-03,146.347,146.876,145.877,146.35
2018-06-04,146.447,146.939,146.08,146.415
2018-06-05,147.289,147.984,147.2,147.27
2018-06-06,147.798,148.107,147.066,147.796
2018-06-07,147.197,147.414,146.114,147.164
2018-06-10,146.858,147.838,146.7,146.779
2018-06-11,147.557,147.952,147.099,147.613
2018-06-12,147.726,147.887,147.267,147.698
2018-06-13,147.53,147.828,146.829,147.5
2018-06-14,146.667,147.063,146.294,146.659
2018-06-17,146.849,146.849,146.106,146.843
2018-06-18,146.02,146.147,144.41,146.009
2018-06-19,145.01,145.502,144.589,144.987
2018-06-20,145.34,146.177,144.613,145.34
2018-06-21,145.628,146.626,145.588,145.652
2018-06-24,145.79,145.79,144.67,145.787
2018-06-25,145.564,145.674,144.991,145.573
2018-06-26,145.577,145.626,144.807,145.555
2018-06-27,144.596,144.637,143.8,144.6
2018-06-28,144.414,146.309,144.347,144.447
2018-07-01,146.253,146.479,145.192,146.215
2018-07-02,145.702,146.372,145.316,145.703
2018-07-03,145.648,146.1217,145.574,145.668
2018-07-04,146.16,146.853,145.834,146.181
2018-07-05,146.176,146.656,146.13,146.196
2018-07-08,146.796,147.598,146.323,146.803
2018-07-09,147.046,147.758,146.91,147.051
2018-07-10,146.997,147.692,146.798,146.909
2018-07-11,147.871,148.876,147.871,147.85
2018-07-12,148.447,148.661,147.66,148.477
2018-07-15,148.677,149.291,148.553,148.65
2018-07-16,148.718,149.075,148.1,148.727
2018-07-17,148.116,148.218,146.87,148.099
2018-07-18,147.515,147.526,146.555,147.494
2018-07-19,146.322,146.646,145.986,146.318
2018-07-22,146.014,146.16,145.684,145.992
2018-07-23,146.027,146.2,145.475,146.034
2018-07-24,146.33,146.492,145.79,146.27
2018-07-25,146.33,146.395,145.821,146.294
2018-07-26,145.693,145.704,145.326,145.689
2018-07-29,145.41,145.918,145.4,145.448
2018-07-30,145.787,146.998,145.479,145.779
2018-07-31,146.658,147.13,146.537,146.65
2018-08-01,146.533,146.584,145.014,146.505
2018-08-02,145.383,145.499,144.518,145.38
2018-08-05,144.595,144.718,144.048,144.627
2018-08-06,144.079,144.426,143.8,144.091
2018-08-07,144.135,144.26,142.752,144.121
2018-08-08,142.8,143.473,142.367,142.8
2018-08-09,142.48,142.485,140.998,142.491
2018-08-12,141.165,141.812,140.273,141.143
2018-08-13,141.098,142.398,141.098,141.218
2018-08-14,141.47,141.748,139.91,141.472
2018-08-15,140.377,141.138,140.21,140.348
2018-08-16,141.096,141.152,140.26,141.08
2018-08-19,140.812,141.199,140.73,140.8
2018-08-20,140.74,142.159,140.667,140.772
2018-08-21,142.093,142.777,142.004,142.11
2018-08-22,142.65,142.995,142.444,142.691
2018-08-23,142.612,143.204,142.51,142.637
2018-08-26,143.078,143.208,142.53,143.1
2018-08-27,143.294,143.641,143.056,143.325
2018-08-28,143.054,145.476,142.835,143.025
2018-08-29,145.582,145.666,144.375,145.615
2018-08-30,144.418,144.64,143.52,144.408
2018-09-02,143.612,143.624,142.847,143.617
2018-09-03,142.898,143.235,142.594,142.947
2018-09-04,143.29,144.934,142.733,143.305
2018-09-05,143.88,144.214,143.26,143.915
2018-09-06,142.806,144.352,142.61,142.806
2018-09-09,143.38,145.015,143.072,143.38
2018-09-10,144.806,145.837,144.457,144.778
2018-09-11,145.251,145.366,144.698,145.249
2018-09-12,145.0,146.704,145.0,145.085
2018-09-13,146.895,146.984,146.35,146.857
2018-09-16,146.317,147.336,146.29,146.348
2018-09-17,146.792,147.906,146.792,146.825
2018-09-18,147.836,148.473,147.334,147.838
2018-09-19,147.589,149.13,147.356,147.594
2018-09-20,149.262,149.707,147.014,149.284
2018-09-23,147.165,148.275,146.961,147.171
